image_id,width,height,xmin,ymin,xmax,ymax,label
10_102_10012003_160631425625789_0,4032,3024,117,75,3803,1707,돈까스
02_021_02011027_160505566248319_1,1868,1628,315,321,1565,1319,짜장면
04_042_04012008_161046822177378_1,3024,3024,629,747,2345,1913,시레기된장국
01_011_01011001_160325698812354_1,4032,3024,752,208,3301,1947,쌀밥
04_042_04012008_161019167731330_1,960,960,156,190,777,649,시레기된장국
01_014_01014001_160717446249137_1,3024,4032,189,732,3024,2738,김치볶음밥
01_014_01014001_160605565376151_1,2505,2505,554,508,1849,1533,김치볶음밥
01_014_01014001_160656423526768_1,3024,4032,462,774,2609,3143,김치볶음밥
01_014_01014005_160942918019816_0,2992,2992,254,447,2661,2832,비빔밥
08_084_08014001_160502629048237_1,2272,2878,109,824,2124,1981,떡볶이
01_014_01014001_160353528517460_1,4032,2268,922,19,2843,1645,김치볶음밥
10_102_10012003_160336974134592_0,2866,1992,249,165,2740,1922,돈까스
02_021_02011034_160360891825728_1,4032,3024,436,631,3894,2191,크림파스타
06_062_06012004_160947340861291_0,960,960,211,66,792,730,떡갈비
04_042_04012008_161002654938809_1,3024,3024,492,617,2532,2004,시레기된장국
01_014_01014001_160695893564722_0,3024,3024,190,286,2619,2467,김치볶음밥
01_011_01011001_160336977069657_1,5312,2988,1272,263,3971,1817,쌀밥
01_014_01014005_161063241718345_0,2880,2160,683,331,2205,1759,비빔밥
09_091_09011002_160721677881997_0,3024,4032,211,761,2536,2894,갈치조림
10_102_10012002_160701070729217_0,960,960,48,25,898,935,치킨
01_012_01012001_160328315790524_1,5312,2988,1460,770,4134,1936,잡곡밥
01_012_01012001_160531109066455_1,3024,4032,175,1045,2870,3058,잡곡밥
06_062_06012004_160906395067497_0,960,960,204,248,765,784,떡갈비
06_062_06012004_160872501887873_0,960,960,259,273,716,772,떡갈비
01_012_01012001_160440084050667_0,1908,4032,51,1301,1843,3086,잡곡밥
01_011_01011001_160346093986921_1,1945,1785,270,283,1656,1218,쌀밥
04_042_04012008_160359576396761_0,2268,4032,210,903,2016,2724,시레기된장국
08_084_08014001_160463994256184_0,4032,3024,773,432,3360,2491,떡볶이
09_091_09011002_161007450284132_1,960,720,283,137,746,448,갈치조림
01_014_01014005_161076277937675_0,3096,4128,334,975,2695,3312,비빔밥
06_062_06012004_160550553232383_1,4032,3024,661,267,3472,2256,떡갈비
02_021_02011034_160888664975310_1,3024,2795,127,360,2912,2519,크림파스타
01_011_01011001_160457203826211_0,3024,4032,317,647,2536,2844,쌀밥
01_014_01014005_161067225723901_0,3096,4128,807,942,2237,2458,비빔밥
01_014_01014005_161068613173281_1,4032,3024,958,476,3085,1909,비빔밥
10_102_10012002_160735045870930_0,3024,4032,623,860,2308,3108,치킨
10_102_10012003_160552976570523_0,3024,4032,613,717,2800,3723,돈까스
01_014_01014005_161068102672314_1,3024,4032,546,846,2380,2240,비빔밥
01_014_01014005_161063354742656_1,3024,4032,391,814,2698,2265,비빔밥
10_102_10012003_160465636174935_0,3024,4032,445,1038,2756,3236,돈까스
10_102_10012003_160759897993045_0,3024,4032,45,693,1943,3150,돈까스
02_021_02011034_160388488560771_0,3024,3024,724,1000,2557,2299,크림파스타
02_021_02011027_160757633731041_0,3024,3024,541,999,2466,2611,짜장면
06_062_06012004_160922921930975_1,4032,3024,644,802,3445,1862,떡갈비
04_042_04012008_161006877267597_0,720,960,96,229,606,766,시레기된장국
09_091_09011002_160712252196040_0,3024,4032,630,732,2415,3300,갈치조림
09_091_09011002_160775753943193_0,3024,4032,739,1193,2598,3186,갈치조림
01_014_01014005_161067703549994_0,3024,4032,538,1237,2394,3036,비빔밥
06_062_06012004_160907673359930_0,1789,1546,459,357,1409,1125,떡갈비
04_042_04012008_160957831981148_1,3024,4032,607,1213,2791,3323,시레기된장국
01_011_01011001_160385775792649_0,5664,4248,1269,558,4086,3552,쌀밥
04_042_04012008_160691201846648_1,4000,3000,1015,696,2963,1767,시레기된장국
02_021_02011027_160956310685635_0,3000,4000,762,1189,2570,3143,짜장면
06_062_06012004_160671472074386_0,3024,3024,915,720,2008,2213,떡갈비
01_014_01014001_160498126254930_0,3814,3024,1137,731,2722,2472,김치볶음밥
01_012_01012001_160438679014803_0,3024,3024,584,677,2349,2565,잡곡밥
02_021_02011027_160628350031194_1,4032,3024,400,261,3664,2587,짜장면
01_014_01014001_160730687176712_0,4608,3456,1280,756,3438,3066,김치볶음밥
01_014_01014001_160716554841960_1,4032,2268,694,276,3309,1774,김치볶음밥
01_014_01014005_161063762433864_1,3024,4032,471,1924,2303,3179,비빔밥
08_084_08014001_160598695066357_0,2269,2583,0,264,606,1121,떡볶이
02_021_02011027_160965970897319_0,4032,3024,996,515,3071,2610,짜장면
02_021_02011034_160933212017975_0,3456,4608,685,1456,2787,3728,크림파스타
01_012_01012001_160577679516185_1,4032,3024,845,293,3379,2433,잡곡밥
09_091_09011002_160363581981184_0,3000,4000,201,1004,2563,3424,갈치조림
10_102_10012003_160655377413523_1,3024,4032,502,704,2024,1543,돈까스
02_021_02011027_160632050073617_1,960,720,159,198,738,615,짜장면
06_062_06012004_160949844388784_0,960,960,257,215,715,733,떡갈비
09_091_09011002_161132128639943_1,4032,3024,955,483,3124,1627,갈치조림
10_102_10012002_160497703814694_1,4608,3456,232,1865,4474,3194,치킨
04_042_04012008_160844491666663_1,3024,4032,383,1829,2299,3086,시레기된장국
10_102_10012003_160363705481929_1,4032,3024,107,69,3936,1957,돈까스
01_012_01012001_160465242260761_0,3024,4032,488,1216,2465,2233,잡곡밥
02_021_02011027_160732130512588_1,2136,2848,206,977,1846,2170,짜장면
06_062_06012004_160553470847121_0,3024,4032,516,1131,2522,2695,떡갈비
01_011_01011001_160397376023554_1,3024,4032,750,991,2481,1884,쌀밥
01_014_01014001_160749802280449_0,720,961,216,359,511,650,김치볶음밥
01_014_01014005_161063192148129_0,2268,4032,397,1070,1871,2633,비빔밥
01_011_01011001_160401734413311_1,3473,2485,501,215,3043,1915,쌀밥
01_011_01011001_160446666814671_0,2417,1960,199,256,2246,1670,쌀밥
09_091_09011002_160399075815955_1,3024,4032,704,1217,2586,2670,갈치조림
10_102_10012003_160648775739982_1,4032,3024,219,736,3729,2583,돈까스
04_042_04012008_160993186277858_1,3024,3024,533,500,2542,1893,시레기된장국
01_011_01011001_160343009529337_0,1564,1541,195,24,1464,1226,쌀밥
01_011_01011001_160413897982756_1,4160,3120,1031,779,3206,2147,쌀밥
06_062_06012004_160767404236325_1,1320,1208,250,152,1030,611,떡갈비
02_021_02011027_160904416421491_1,4032,3024,741,656,3349,2528,짜장면
10_102_10012002_160608694854215_1,4032,3024,617,113,3469,2342,치킨
02_021_02011034_160437995957072_1,4032,3024,405,229,3680,2235,크림파스타
01_012_01012001_160586997737969_1,1904,2317,370,412,1562,1595,잡곡밥
04_042_04012008_160446511132612_0,3096,4128,252,1020,2568,3239,시레기된장국
10_102_10012003_160743035158876_1,4160,3120,671,611,3505,2460,돈까스
10_102_10012002_160764603697322_1,3024,4032,687,1401,2465,2204,치킨
02_021_02011034_160835418214236_1,4160,3120,583,400,3840,2960,크림파스타
09_091_09011002_161007022245018_0,960,720,448,245,700,542,갈치조림
08_084_08014001_160362756544813_1,3024,4032,708,498,2422,3620,떡볶이
10_102_10012003_160613765536342_1,3024,4032,239,664,2777,1882,돈까스
01_014_01014005_161061678162246_0,3024,4032,537,1289,2231,2991,비빔밥
08_084_08014001_160386259167782_0,2160,2160,366,335,1744,1814,떡볶이
10_102_10012003_160334394380934_0,1080,1440,205,516,842,830,돈까스
09_091_09011002_160751277747242_0,4248,5664,755,1390,3608,4347,갈치조림
10_102_10012002_160766904839048_1,4032,3024,1218,1021,2976,2382,치킨
10_102_10012002_160769720084310_1,3456,3456,558,701,2734,2377,치킨
04_042_04012008_160990598021122_1,4128,3096,824,589,3118,2398,시레기된장국
04_042_04012008_161009410096050_1,3024,4032,459,944,2547,2639,시레기된장국
08_084_08014001_160470957565961_1,3024,4032,121,878,3000,2767,떡볶이
01_014_01014005_161063951616832_0,3024,4032,637,1060,2564,3150,비빔밥
06_062_06012004_160778066754281_0,1987,1785,529,458,1675,1324,떡갈비
10_102_10012002_160664986716069_0,3024,3024,365,267,2323,2720,치킨
01_012_01012001_160480863342236_0,720,960,179,356,473,691,잡곡밥
02_021_02011027_160955951676545_0,4032,3024,843,107,3140,2421,짜장면
06_062_06012004_160825793538620_0,960,720,345,182,681,590,떡갈비
06_062_06012004_160843725593202_1,4032,3024,1013,677,3184,1749,떡갈비
04_042_04012008_160687757237605_1,3024,4032,275,1162,2746,2751,시레기된장국
01_011_01011001_160336470459702_1,4032,3024,544,784,3595,2384,쌀밥
02_021_02011034_160777688284232_0,3101,3834,334,742,2818,2912,크림파스타
02_021_02011027_160922550016555_1,4032,3024,640,299,3520,2560,짜장면
01_014_01014005_161062455969293_0,4032,3024,1058,532,3074,2481,비빔밥
02_021_02011034_160550215867415_1,3783,2837,357,43,3426,2439,크림파스타
06_062_06012004_160786918475853_1,2562,1818,758,466,1912,1348,떡갈비
06_062_06012004_160595954765823_1,2482,1886,416,289,1916,1380,떡갈비
10_102_10012003_160708082884495_1,3024,4032,582,915,2553,2001,돈까스
01_012_01012001_160576006532366_1,3264,1836,258,181,2848,1620,잡곡밥
01_014_01014001_160670763038269_1,3468,4624,167,1227,3008,3111,김치볶음밥
01_014_01014005_161067055985594_0,2448,3264,198,599,2191,2493,비빔밥
02_021_02011034_160680002967994_0,3024,3024,424,677,2216,2459,크림파스타
01_011_01011001_160308613079913_0,3024,4032,476,983,2491,3083,쌀밥
01_011_01011001_160423789711907_0,3492,4656,711,1100,2345,3605,쌀밥
01_014_01014001_160422601613258_1,2268,4032,0,1109,2186,2844,김치볶음밥
10_102_10012002_160640210960137_0,3024,4032,590,1116,2628,3452,치킨
06_062_06012004_160898666310811_1,4032,2268,1512,490,2464,1680,떡갈비
10_102_10012002_160766904839048_0,4032,3024,1168,854,2853,2271,치킨
01_012_01012001_160280764510494,720,960,48,276,611,718,잡곡밥
04_042_04012008_160836295151978_0,4032,3024,310,366,3534,2537,시레기된장국
01_011_01011001_160457494521866_0,3024,4032,268,953,2877,3307,쌀밥
01_012_01012001_160542128552460_0,2268,2268,346,382,1887,1969,잡곡밥
06_062_06012004_160897537623576_1,3702,2893,836,688,2455,2076,떡갈비
01_011_01011001_160325896045248_1,3024,3024,755,971,2493,2389,쌀밥
09_091_09011002_161006482465983_0,960,720,446,186,708,500,갈치조림
10_102_10012003_160371234654829_1,3024,4032,408,882,2084,2613,돈까스
02_021_02011027_160956432496598_1,4000,3000,787,303,3098,1992,짜장면
01_014_01014005_161061713173606_1,3024,4032,669,1413,2338,2446,비빔밥
08_084_08014001_160454752660889_0,2268,2268,634,608,1630,1616,떡볶이
02_021_02011027_160588086918225_0,720,960,85,115,587,593,짜장면
09_091_09011002_160950486382516_1,4032,3024,350,343,3233,2236,갈치조림
04_042_04012008_160993183529516_1,3024,3024,578,702,2380,1934,시레기된장국
10_102_10012003_160437612317213_0,1550,1492,142,144,761,678,돈까스
06_062_06012004_160384821924002_1,3095,1960,438,354,2288,1690,떡갈비
06_062_06012004_160843774626333_1,4032,3024,608,987,3493,1755,떡갈비
01_014_01014005_161053192098985_0,3024,4032,396,939,2707,3435,비빔밥
08_084_08014001_160376992892284_1,3024,3024,611,1179,2445,2267,떡볶이
09_091_09011002_161156843611886_1,4032,3024,1433,707,2794,2022,갈치조림
02_021_02011034_160570486160687_0,3024,4032,121,569,2911,3178,크림파스타
08_084_08014001_160388249184113_0,3024,4032,623,1541,2380,3271,떡볶이
08_084_08014001_160630600462194_0,3024,4032,403,825,3024,3378,떡볶이
02_021_02011034_160913241027911_0,3024,4032,849,991,2431,3203,크림파스타
01_012_01012001_160528044119198_0,4032,3024,987,432,3099,2693,잡곡밥
09_091_09011002_161006643731730_0,960,720,355,177,682,523,갈치조림
04_042_04012008_160740531186369_0,720,960,164,342,561,692,시레기된장국
01_012_01012001_160543911813392_1,2268,4032,524,1175,1863,2299,잡곡밥
02_021_02011034_160890766364125_1,3264,2448,518,604,2677,1900,크림파스타
04_042_04012008_160636622347156_0,2578,2566,343,335,2226,2245,시레기된장국
04_042_04012008_160500840526337_0,3024,3024,618,646,2426,2443,시레기된장국
01_011_01011001_160376478833063_0,3024,3024,511,742,2626,2513,쌀밥
02_021_02011027_161009334033772_0,3024,4032,607,1220,2716,3416,짜장면
09_091_09011002_160800256528975_0,2976,2976,333,415,2905,2750,갈치조림
01_014_01014001_160423928589579_1,2312,2312,206,334,2171,1570,김치볶음밥
04_042_04012008_160732455024384_0,3024,4032,388,939,2756,3321,시레기된장국
01_011_01011001_160277442588877,720,960,214,316,533,611,쌀밥
02_021_02011034_160942578971145_0,3456,3456,875,859,2594,2694,크림파스타
04_042_04012008_160621269227019_0,4032,3024,950,530,3098,2695,시레기된장국
09_091_09011002_160714496079653_1,2136,2848,244,874,2022,2285,갈치조림
01_011_01011001_160446548091642_0,3024,4032,0,340,3024,3534,쌀밥
09_091_09011002_161154050870499_0,3024,4032,786,1055,2304,2767,갈치조림
02_021_02011027_160912747428686_1,3995,2399,1131,453,2761,1697,짜장면
06_062_06012004_160578717743463_0,5664,4248,1296,839,3616,3002,떡갈비
09_091_09011002_161165268791188_0,3024,3024,872,896,2055,2053,갈치조림
02_021_02011034_160483672644906_0,2268,4032,517,1336,1735,2546,크림파스타
10_102_10012002_160595656357430_1,3024,4032,381,841,1363,1897,치킨
01_011_01011001_160352210273150_1,4624,3468,569,495,4086,2814,쌀밥
01_012_01012001_160492410184227_1,3024,3024,658,350,2401,1749,잡곡밥
10_102_10012002_160772833025807_1,3456,3456,654,451,2938,2342,치킨
01_011_01011001_160326704570185_1,960,960,31,208,919,913,쌀밥
01_014_01014001_160594108875575_1,4032,3024,693,603,3120,2149,김치볶음밥
09_091_09011002_161154838537845_0,2160,2880,474,803,1589,2090,갈치조림
02_021_02011027_160730457373662_0,3024,3024,591,837,2204,2460,짜장면
10_102_10012003_160517886546892_0,3024,4032,540,1257,2563,3486,돈까스
10_102_10012003_160661151458075_0,3024,3024,648,448,2509,2405,돈까스
02_021_02011027_160828080189242_1,3480,4640,570,1129,3082,3396,짜장면
01_012_01012001_160583308226785_1,3024,4032,679,1060,2479,2601,잡곡밥
10_102_10012003_160363740353117_0,2160,2160,779,709,2059,2069,돈까스
08_084_08014001_160645880955873_0,2160,2160,717,545,1576,1747,떡볶이
10_102_10012003_160463773463710_0,4248,5664,1023,2147,3221,4192,돈까스
09_091_09011002_161175362211865_0,3024,3024,684,475,2283,2241,갈치조림
01_011_01011001_160308583955939_0,4032,3024,1045,469,3249,2561,쌀밥
06_062_06012004_160708097673581_1,3024,4032,218,782,2906,3285,떡갈비
04_042_04012008_160993143847740_1,3024,3024,492,641,2320,2135,시레기된장국
01_012_01012001_160567239844253_0,960,720,317,136,701,529,잡곡밥
06_062_06012004_160801103881359_1,3024,4032,761,1731,2070,2681,떡갈비
01_011_01011001_160384995261473_0,3024,3180,184,216,2763,2693,쌀밥
01_011_01011001_160311588251950_1,3062,1935,825,448,2419,1484,쌀밥
01_011_01011001_160377877858060_1,4032,3024,967,530,3087,2070,쌀밥
01_012_01012001_160578769981459_1,3024,3024,586,776,2684,1936,잡곡밥
01_011_01011001_160463619984548_1,956,1276,148,259,795,1068,쌀밥
04_042_04012008_160483724421273_1,2856,2768,478,782,2471,2038,시레기된장국
09_091_09011002_161016961838522_0,1440,1359,263,191,1205,1105,갈치조림
10_102_10012003_160603575474017_0,3024,3024,360,1061,2579,2544,돈까스
01_012_01012001_160492527659922_1,3024,3024,267,415,2609,2194,잡곡밥
01_011_01011001_160448696722217_0,3024,4032,204,846,2778,3257,쌀밥
01_011_01011001_160416231969981_0,1960,4032,219,1237,1727,2773,쌀밥
01_011_01011001_160297785376307_0,3024,4032,349,1130,2650,3396,쌀밥
09_091_09011002_160870566725024_0,4032,3024,919,377,3234,2658,갈치조림
09_091_09011002_160584960834183_0,3024,3024,253,421,2451,2480,갈치조림
02_021_02011027_160801456482155_0,855,897,95,84,728,713,짜장면
01_014_01014005_161072643635316_0,2560,1440,684,198,1749,1221,비빔밥
01_012_01012001_160534761626593_1,4032,3024,1163,763,3115,2176,잡곡밥
10_102_10012003_160751044364941_0,3024,4032,239,391,2572,3342,돈까스
01_014_01014005_161079371861698_0,3024,4032,425,1070,2466,2995,비빔밥
10_102_10012003_160735031374462_1,4032,3024,1001,545,3122,2751,돈까스
01_014_01014005_161062033795970_0,3492,3492,885,729,2899,2800,비빔밥
01_012_01012001_160533602441574_0,4608,3456,859,268,3621,3115,잡곡밥
08_084_08014001_160480648848722_0,3024,4032,288,967,2643,3303,떡볶이
01_012_01012001_160584189642292_0,3456,4608,743,1465,2390,3443,잡곡밥
04_042_04012008_161016130957740_0,960,960,276,265,661,708,시레기된장국
01_011_01011001_160437454376692_0,3024,4032,346,1124,2764,3520,쌀밥
01_012_01012001_160566083614897_0,3024,4032,574,1025,2470,3048,잡곡밥
04_042_04012008_160631113092776_0,3024,4032,644,680,2663,2659,시레기된장국
02_021_02011027_160360249953258_0,3024,4032,303,1216,2678,3420,짜장면
01_012_01012001_160562940452393_1,3024,4032,702,681,2587,2204,잡곡밥
01_014_01014001_160416344970654_0,686,1440,0,317,686,1008,김치볶음밥
08_084_08014001_160549960298936_0,3024,4032,397,909,2682,3139,떡볶이
02_021_02011034_160614022497887_1,2160,2160,303,510,1899,1200,크림파스타
10_102_10012002_160772962771626_1,3456,3456,753,628,2898,2420,치킨
10_102_10012002_160664986716069_1,3024,3024,280,272,2813,2315,치킨
01_011_01011001_160287656726382,2908,2576,332,650,2499,2031,쌀밥
01_014_01014001_160714626151161_1,3456,4608,216,1495,3248,3210,김치볶음밥
02_021_02011034_160778210548751_1,4032,3024,744,464,3551,2595,크림파스타
10_102_10012002_160675148849991_1,4656,3492,567,117,4280,3320,치킨
02_021_02011027_160896397913772_0,3024,4032,583,1212,2427,2874,짜장면
02_021_02011034_160950375137484_0,4032,3024,1364,878,2787,2188,크림파스타
10_102_10012003_160544557874921_0,3024,4032,509,782,2643,3634,돈까스
06_062_06012004_160413733628296_1,3024,2877,463,529,2652,1701,떡갈비
10_102_10012003_160548149863453_1,4032,3024,17,197,4032,2721,돈까스
10_102_10012003_160543196644126_1,4248,5664,775,2937,3682,4166,돈까스
10_102_10012002_160568169180492_0,2110,2023,163,93,1913,1650,치킨
09_091_09011002_161006479492886_0,960,720,434,239,720,494,갈치조림
01_014_01014001_160682303912318_0,720,961,111,317,570,754,김치볶음밥
01_012_01012001_160587195646191_1,4032,3024,764,434,3692,2908,잡곡밥
